,X,Y,CLUSTER
LEFT,-5.2638,-0.9703,3.0
LEFT,-4.5338,-1.2789,3.0
LEFT,-5.7082,-1.3433,3.0
LEFT,-5.9929,-2.8236,3.0
LEFT,-5.4837,-0.7813,3.0
LEFT,-4.9565,-0.7579,3.0
LEFT,-4.7192,0.8516,3.0
LEFT,-4.1933,-1.2278,3.0
LEFT,-5.2825,-2.8105,3.0
LEFT,-4.0893,-2.2744,3.0
LEFT,-5.2486,-2.8517,3.0
LEFT,-5.136,2.022,3.0
LEFT,-5.0352,2.9377,3.0
LEFT,-4.5459,-2.5867,3.0
LEFT,-4.963,0.9663,3.0
LEFT,-5.13,-0.2698,3.0
LEFT,-4.8286,-1.0713,3.0
LEFT,-5.193,-2.5127,3.0
LEFT,-4.9077,-1.3465,3.0
LEFT,-5.4178,0.091,3.0
LEFT,-4.5156,-1.7914,3.0
LEFT,-4.4994,-1.8365,3.0
LEFT,-4.5797,-1.014,3.0
LEFT,-4.3501,-1.8294,3.0
LEFT,-4.3913,-1.6403,3.0
LEFT,-5.0268,2.1724,3.0
LEFT,-4.4566,-1.3625,3.0
LEFT,-5.1704,1.4492,3.0
LEFT,-5.5577,-1.0787,3.0
LEFT,-4.0929,-2.9659,3.0
LEFT,-4.9215,2.4146,3.0
LEFT,-4.1556,-2.9748,3.0
LEFT,-4.7829,-2.8489,3.0
LEFT,-5.5708,-1.5865,3.0
LEFT,-4.8974,0.3116,3.0
LEFT,-5.2902,-1.7247,3.0
LEFT,-4.3568,-2.8149,3.0
LEFT,-5.1189,-0.3221,3.0
LEFT,-5.2872,-0.29600000000000004,3.0
LEFT,-4.0591,-2.7362,3.0
LEFT,-4.1364,-1.8618,3.0
LEFT,-5.1193,2.8906,3.0
LEFT,-4.4623,-2.4684,3.0
LEFT,-4.789,0.9428,3.0
LEFT,-4.7957,1.9714,3.0
LEFT,-4.6898,-1.4576,3.0
LEFT,-5.7308,-1.6877,3.0
LEFT,-5.7179,-1.7429,3.0
LEFT,-4.6888,-2.4219,3.0
LEFT,-4.8835,0.7909,3.0
LEFT,-4.5253,-0.7038,3.0
LEFT,-5.3766,-2.3209999999999997,3.0
LEFT,-4.9894,-2.3621,3.0
LEFT,-4.6077,-0.9283,3.0
LEFT,-5.4526,-0.4783,3.0
LEFT,-4.0862,-2.7666,3.0
LEFT,-5.3662,-1.8601,3.0
LEFT,-5.9545,-2.8101,3.0
LEFT,-5.0839,1.8614,3.0
LEFT,-4.7326,-0.1775,3.0
LEFT,-5.8131,-1.2541,3.0
LEFT,-4.7918,2.105,3.0
LEFT,-4.019,-1.9079,3.0
LEFT,-5.0576,-1.6016,3.0
LEFT,-5.9189,-1.1544,3.0
LEFT,-5.2581,-1.2786,3.0
LEFT,-4.7012,-2.9723,3.0
LEFT,-5.105,1.8032,3.0
LEFT,-5.3308,-0.6278,3.0
LEFT,-5.763,-2.5913,3.0
LEFT,-5.4499,0.2076,3.0
LEFT,-5.4757,-1.0027,3.0
LEFT,-4.2639,-2.5888,3.0
LEFT,-4.7742,0.5359,3.0
LEFT,-4.5761,-1.3897,3.0
LEFT,-4.6934,-1.2958,3.0
LEFT,-5.4856,-0.5943,3.0
LEFT,-4.8934,2.5357,3.0
LEFT,-5.2175,-2.6401,3.0
LEFT,-4.1066,-2.5742,3.0
LEFT,-5.0593,-1.6501,3.0
LEFT,-5.1463,2.6365,3.0
LEFT,-4.8443,-2.5926,3.0
LEFT,-4.2346,-1.8686,3.0
LEFT,-5.2388,2.9606,3.0
LEFT,-5.3431,-2.1482,3.0
LEFT,-5.2186,1.358,3.0
LEFT,-5.6791,-1.4256,3.0
LEFT,-5.0114,1.7733,3.0
LEFT,-4.9109,1.3127,3.0
LEFT,-5.0749,-1.294,3.0
LEFT,-5.4201,0.7948,3.0
LEFT,-4.37,-1.8265,3.0
LEFT,-4.6147,-0.2065,3.0
LEFT,-5.5075,-2.7978,3.0
LEFT,-4.471,-1.6276,3.0
LEFT,-5.8642,-2.7463,3.0
LEFT,-4.2782,-1.4864,3.0
LEFT,-4.8919,-2.8039,3.0
LEFT,-4.8373,-2.7089,3.0
LEFT,-4.8445,-1.6386,3.0
LEFT,-4.0117,-1.9554,3.0
LEFT,-5.2027,2.4408,3.0
LEFT,-5.7309,-2.3112,3.0
LEFT,-5.4206,0.7029,3.0
LEFT,-5.1545,-1.4173,3.0
LEFT,-4.918,2.4777,3.0
LEFT,-4.2963,-2.0592,3.0
LEFT,-4.6449,0.9897,3.0
LEFT,-4.7773,-0.7040000000000001,3.0
LEFT,-5.0975,0.8515,3.0
LEFT,-4.6026,-2.2506,3.0
LEFT,-5.0992,-0.6462,3.0
LEFT,-4.1056,-2.4973,3.0
LEFT,-4.3383,-1.9964,3.0
LEFT,-4.0693,-2.0233,3.0
LEFT,-4.4658,-2.8036,3.0
LEFT,-4.3693,-2.3052,3.0
LEFT,-4.7127,-2.1574,3.0
LEFT,-4.953,0.3675,3.0
LEFT,-5.7824,-1.3357,3.0
LEFT,-4.7581,0.8049,3.0
LEFT,-5.0818,0.3403,3.0
LEFT,-4.1754,-1.9704,3.0
LEFT,-4.0138,-1.6982,3.0
LEFT,-5.4696,-0.9922,3.0
LEFT,-4.9339,1.9269999999999998,3.0
LEFT,-4.3001,-1.8658,3.0
LEFT,-5.6258,-2.7951,3.0
LEFT,-4.206,-2.2319999999999998,3.0
LEFT,-5.1425,0.7305,3.0
LEFT,-5.0284,0.9699,3.0
LEFT,-4.8504,-2.3902,3.0
LEFT,-5.0213,-1.8933,3.0
LEFT,-5.4019,0.8,3.0
LEFT,-4.728,0.1172,3.0
LEFT,-5.3174,0.1502,3.0
LEFT,-5.2504,0.9534,3.0
LEFT,-4.5486,-1.0337,3.0
LEFT,-5.8927,-1.2699,3.0
LEFT,-4.2594,-2.1723,3.0
LEFT,-4.4588,-1.6545,3.0
LEFT,-4.9629,1.6308,3.0
LEFT,-4.9977,-2.6263,3.0
LEFT,-4.897,2.8619,3.0
LEFT,-5.1979999999999995,2.4557,3.0
LEFT,-4.6593,-0.2221,3.0
LEFT,-4.8923,2.6756,3.0
LEFT,-4.1888,-2.4989,3.0
LEFT,-5.0792,-0.9107,3.0
LEFT,-5.0280000000000005,0.0492,3.0
LEFT,-5.1977,-2.5318,3.0
LEFT,-5.14,-1.84,3.0
LEFT,-5.1942,-1.3515,3.0
LEFT,-5.5762,-2.9511,3.0
LEFT,-4.3328,-1.9069999999999998,3.0
LEFT,-4.9315,-1.0219,3.0
LEFT,-5.8544,-1.1068,3.0
LEFT,-5.1241,-1.0276,3.0
LEFT,-4.8849,2.4959,3.0
LEFT,-4.055,-1.3238,3.0
LEFT,-4.9443,1.7341,3.0
LEFT,-4.4174,-1.5045,3.0
LEFT,-5.3257,0.7652,3.0
LEFT,-4.5553,-1.4128,3.0
LEFT,-5.7326,-1.5795,3.0
LEFT,-5.9736,-1.4206,3.0
LEFT,-4.9272,0.2449,3.0
LEFT,-5.9195,-2.7889999999999997,3.0
LEFT,-5.9079,-2.5405,3.0
LEFT,-4.3892,-1.6788,3.0
LEFT,-4.1935,-1.3025,3.0
LEFT,-4.4425,-1.5826,3.0
LEFT,-5.098,-1.5924,3.0
LEFT,-5.27,-1.8841,3.0
LEFT,-5.1346,2.9082,3.0
LEFT,-4.2358,-2.3013,3.0
LEFT,-5.1661,-2.8256,3.0
LEFT,-5.3632,-1.0247,3.0
LEFT,-4.8175,0.9629,3.0
LEFT,-4.2123,-1.5307,3.0
LEFT,-4.5844,-2.2322,3.0
LEFT,-5.3765,-2.659,3.0
LEFT,-5.0708,-2.3126,3.0
LEFT,-4.9658,-2.9149,3.0
LEFT,-4.171,-2.5457,3.0
LEFT,-4.6058,-2.8468,3.0
LEFT,-5.1762,1.7455,3.0
LEFT,-4.9076,-2.6992,3.0
LEFT,-5.9425,-1.9532,3.0
LEFT,-4.9639,1.1843,3.0
LEFT,-4.8649,-2.0841,3.0
LEFT,-5.6845,-1.4698,3.0
LEFT,-4.1281,-1.0165,3.0
LEFT,-5.2045,1.2305,3.0
LEFT,-4.6042,-2.371,3.0
LEFT,-4.5023,-2.6239,3.0
LEFT,-4.7513,-1.3931,3.0
LEFT,-4.7249,-1.2425,3.0
LEFT,-5.8325,-2.4665,3.0
LEFT,-5.4508,-0.8654,3.0
LEFT,-5.0273,-1.0729,3.0
LEFT,-5.2644,-2.3478,3.0
LEFT,-5.188,2.9446,3.0
LEFT,-4.4823,-2.248,3.0
LEFT,-4.7499,-0.8745,3.0
LEFT,-5.0521,1.1588,3.0
LEFT,-5.0205,-0.226,3.0
LEFT,-4.5271,-2.5546,3.0
LEFT,-4.5108,-2.5255,3.0
LEFT,-4.0649,-2.4563,3.0
LEFT,-5.0053,-1.2358,3.0
LEFT,-4.1084,-1.892,3.0
LEFT,-4.3497,-2.5584,3.0
LEFT,-4.3506,-2.9617,3.0
LEFT,-4.3717,-1.7831,3.0
LEFT,-4.7889,1.9921,3.0
LEFT,-5.3376,-2.356,3.0
LEFT,-4.8162,1.4055,3.0
LEFT,-5.7235,-1.0853,3.0
LEFT,-4.8265,-0.0319,3.0
LEFT,-5.1404,1.0728,3.0
LEFT,-5.4239,0.4289,3.0
LEFT,-5.9057,-2.2395,3.0
LEFT,-5.496,-2.4349,3.0
LEFT,-4.6471,-1.7361,3.0
LEFT,-4.735,-2.9832,3.0
LEFT,-5.1431,-2.7037,3.0
LEFT,-5.8662,-1.317,3.0
LEFT,-5.1262,-0.5643,3.0
LEFT,-5.9871,-1.3349,3.0
LEFT,-4.768,2.5492,3.0
LEFT,-5.3705,-1.8940000000000001,3.0
LEFT,-4.025,-2.1771,3.0
LEFT,-5.7493,-1.2997,3.0
LEFT,-4.753,-1.7191,3.0
LEFT,-4.5068,0.8696,3.0
LEFT,-5.771,-2.8007,3.0
LEFT,-5.1339999999999995,1.7517,3.0
LEFT,-5.046,1.3533,3.0
LEFT,-4.507,0.5227,3.0
LEFT,-5.2328,1.5547,3.0
LEFT,-4.5258,-1.4586,3.0
LEFT,-4.9186,-2.5303,3.0
LEFT,-5.9428,-1.9183,3.0
LEFT,-4.4830000000000005,-2.2788,3.0
LEFT,-4.1119,-2.4614,3.0
LEFT,-4.2352,-1.5584,3.0
LEFT,-5.4106,-2.3403,3.0
LEFT,-5.3689,0.4814,3.0
LEFT,-4.6394,0.4528,3.0
LEFT,-4.039,-2.0312,3.0
LEFT,-4.9214,2.9960000000000004,3.0
LEFT,-4.2951,-2.7249,3.0
LEFT,-4.581,-0.9752,3.0
LEFT,-4.0872,-2.29,3.0
LEFT,-5.0318,2.5759,3.0
LEFT,-5.3388,0.9164,3.0
LEFT,-5.9384,-2.5118,3.0
LEFT,-5.2662,-1.7364,3.0
LEFT,-4.7369,-1.03,3.0
LEFT,-4.5671,0.7955,3.0
LEFT,-4.4706,-2.9712,3.0
LEFT,-5.2271,-2.2693,3.0
LEFT,-5.0083,2.3834,3.0
LEFT,-5.0111,-0.7108,3.0
LEFT,-5.013,-2.4625,3.0
LEFT,-4.1654,-2.9901,3.0
LEFT,-5.2016,-0.8338,3.0
LEFT,-5.4333,-0.3504,3.0
LEFT,-4.5975,-1.8467,3.0
LEFT,-5.0213,1.0703,3.0
LEFT,-4.8845,1.821,3.0
LEFT,-4.255,-2.6043,3.0
LEFT,-5.7961,-2.8421,3.0
LEFT,-4.9033,-2.8927,3.0
LEFT,-4.6684,-1.7713,3.0
LEFT,-4.3775,-2.8422,3.0
LEFT,-4.7643,1.6534,3.0
LEFT,-5.189,-1.3351,3.0
LEFT,-4.3216,-2.4459,3.0
LEFT,-5.113,0.9342,3.0
LEFT,-4.9271,-1.7969,3.0
LEFT,-5.9105,-1.9698,3.0
LEFT,-5.3935,-0.6287,3.0
LEFT,-5.8039,-1.2791,3.0
LEFT,-5.8753,-1.3056,3.0
LEFT,-5.7922,-1.91,3.0
LEFT,-5.2699,0.8937,3.0
LEFT,-4.1092,-1.1689,3.0
LEFT,-4.7341,0.9587,3.0
LEFT,-4.2227,-2.0742,3.0
LEFT,-4.2917,-1.1288,3.0
LEFT,-5.0934,1.3681,3.0
LEFT,-4.431,-1.5683,3.0
LEFT,-5.4985,-2.4838,3.0
LEFT,-5.1366,2.8015,3.0
LEFT,-4.6828,-2.9718,3.0
LEFT,-5.0197,-0.0134,3.0
LEFT,-4.7031,-0.4043,3.0
LEFT,-5.0718,1.1084,3.0
LEFT,-4.5205,-0.4218,3.0
LEFT,-4.7692,2.7607,3.0
LEFT,-4.3644,-2.8644,3.0
LEFT,-5.218,-0.336,3.0
LEFT,-4.2691,-2.521,3.0
LEFT,-5.7726,-2.5267,3.0
LEFT,-4.9959,1.4614,3.0
LEFT,-5.4101,-2.4273,3.0
LEFT,-5.8137,-1.5787,3.0
LEFT,-5.7514,-2.1052,3.0
LEFT,-5.8925,-2.717,3.0
LEFT,-4.7866,2.4087,3.0
LEFT,-4.9193,-0.8197,3.0
LEFT,-5.8011,-2.2672,3.0
LEFT,-4.8142,1.1365,3.0
RIGHT,5.3808,-2.9226,4.0
RIGHT,5.2145,-2.7697,4.0
RIGHT,5.2973,0.3302,4.0
RIGHT,4.588,0.4959,4.0
RIGHT,4.2029,-2.9381,4.0
RIGHT,4.596,0.664,4.0
RIGHT,5.0663,-0.1175,4.0
RIGHT,4.8222,1.3459999999999999,4.0
RIGHT,5.8008,-2.6696,4.0
RIGHT,5.5483,-1.8914,4.0
RIGHT,4.2364,-2.3569,4.0
RIGHT,4.6291,-1.1063,4.0
RIGHT,4.7938,1.9953,4.0
RIGHT,4.5777,-1.2766,4.0
RIGHT,4.7618,0.5665,4.0
RIGHT,5.1257,-2.1731,4.0
RIGHT,4.9451,0.2091,4.0
RIGHT,4.0009,-1.0763,4.0
RIGHT,5.7181,-2.5664,4.0
RIGHT,4.7465,-1.4919,4.0
RIGHT,4.2928,-2.4548,4.0
RIGHT,4.2474,-1.5015,4.0
RIGHT,5.6419,-1.8085,4.0
RIGHT,5.9911,-2.9125,4.0
RIGHT,4.3672,-1.3742,4.0
RIGHT,4.7374,-1.6722,4.0
RIGHT,4.7071,0.6907,4.0
RIGHT,4.9915,0.275,4.0
RIGHT,4.9425,-1.8872,4.0
RIGHT,4.7377,-2.7942,4.0
RIGHT,5.4497,-2.2032,4.0
RIGHT,5.3786,-1.3878,4.0
RIGHT,5.0334,-2.4723,4.0
RIGHT,5.4045,-2.0809,4.0
RIGHT,5.2829,-1.4714,4.0
RIGHT,4.9084,0.4223,4.0
RIGHT,4.717,-1.2429,4.0
RIGHT,5.6771,-2.8329,4.0
RIGHT,5.8837,-1.9452,4.0
RIGHT,4.19,-2.4335,4.0
RIGHT,5.3167,-1.6769999999999998,4.0
RIGHT,4.5811,0.3259,4.0
RIGHT,5.459,-1.4980000000000002,4.0
RIGHT,4.8891,-1.4054,4.0
RIGHT,5.9025,-1.3464,4.0
RIGHT,5.4813,-2.5429,4.0
RIGHT,5.265,-2.8681,4.0
RIGHT,5.0758,2.8902,4.0
RIGHT,4.3595,-1.2622,4.0
RIGHT,4.292,-2.5404,4.0
RIGHT,4.8866,-1.9085,4.0
RIGHT,5.3132,-0.0925,4.0
RIGHT,5.9183,-2.3199,4.0
RIGHT,4.8151,2.335,4.0
RIGHT,5.8905,-2.9601,4.0
RIGHT,5.5106,-1.2825,4.0
RIGHT,5.3723,-0.8501,4.0
RIGHT,5.0924,2.3302,4.0
RIGHT,5.1312,-2.6381,4.0
RIGHT,5.632999999999999,-1.8201,4.0
RIGHT,4.5471,-0.0886,4.0
RIGHT,4.7823,-1.558,4.0
RIGHT,5.0215,-0.1812,4.0
RIGHT,5.3313,-1.2448,4.0
RIGHT,5.5742,-2.0269,4.0
RIGHT,5.1586,-0.9117,4.0
RIGHT,5.6579,-1.3141,4.0
RIGHT,4.6335,-1.1348,4.0
RIGHT,4.7716,1.3816,4.0
RIGHT,4.5318,0.4156,4.0
RIGHT,5.3613,0.848,4.0
RIGHT,4.8824,2.2726,4.0
RIGHT,4.7938,2.1551,4.0
RIGHT,4.8454,0.046,4.0
RIGHT,4.7028,-0.2282,4.0
RIGHT,4.205,-1.9171,4.0
RIGHT,4.9435,1.9983,4.0
RIGHT,5.6455,-2.294,4.0
RIGHT,4.3091,-1.5245,4.0
RIGHT,5.1143,-2.5024,4.0
RIGHT,5.0314,1.1811,4.0
RIGHT,4.5528,-1.42,4.0
RIGHT,4.553999999999999,0.6216,4.0
RIGHT,5.747999999999999,-1.34,4.0
RIGHT,4.0462,-2.5805,4.0
RIGHT,4.1065,-2.3609,4.0
RIGHT,5.4735,-1.9553,4.0
RIGHT,4.8704,0.4729,4.0
RIGHT,5.2121,-2.5357,4.0
RIGHT,4.5358,-1.9681,4.0
RIGHT,4.4821,-1.1743,4.0
RIGHT,5.4747,-1.0616,4.0
RIGHT,5.129,-1.3509,4.0
RIGHT,4.9581,-0.1576,4.0
RIGHT,4.7579,-0.0263,4.0
RIGHT,4.7599,-0.9549,4.0
RIGHT,4.7541,-1.6948,4.0
RIGHT,4.2569,-1.344,4.0
RIGHT,5.2431,0.8951,4.0
RIGHT,4.7551,1.7432,4.0
RIGHT,5.1784,2.2369,4.0
RIGHT,4.2827,-1.9161,4.0
RIGHT,4.7609,2.1251,4.0
RIGHT,4.8324,-0.8149,4.0
RIGHT,4.8106,-1.4284,4.0
RIGHT,4.3232,-1.2647,4.0
RIGHT,5.0295,-1.1818,4.0
RIGHT,4.7432,0.9757,4.0
RIGHT,5.8391,-1.1189,4.0
RIGHT,4.6371,-0.909,4.0
RIGHT,5.8177,-1.4809,4.0
RIGHT,5.0659,0.7335,4.0
RIGHT,5.0446,-2.2068,4.0
RIGHT,4.7943,1.0633,4.0
RIGHT,4.7498,-1.9022,4.0
RIGHT,5.6562,-1.1967,4.0
RIGHT,5.4947,0.831,4.0
RIGHT,4.6909,0.8022,4.0
RIGHT,5.5967,-1.3523,4.0
RIGHT,5.8411,-2.8982,4.0
RIGHT,5.1576,-2.3572,4.0
RIGHT,4.4955,-1.0837,4.0
RIGHT,4.5760000000000005,-2.0717,4.0
RIGHT,4.8803,0.6372,4.0
RIGHT,4.7562,-0.674,4.0
RIGHT,5.4055,-0.0055,4.0
RIGHT,5.0386,-2.3231,4.0
RIGHT,4.7446,0.2037,4.0
RIGHT,4.9794,0.4791,4.0
RIGHT,4.8469,2.0909,4.0
RIGHT,5.0537,-1.1173,4.0
RIGHT,5.3824,0.0353,4.0
RIGHT,5.9688,-1.8192,4.0
RIGHT,5.1553,-0.7571,4.0
RIGHT,4.5938,0.6674,4.0
RIGHT,4.0495,-1.5851,4.0
RIGHT,4.7103,-0.7137,4.0
RIGHT,5.2843,-1.8039,4.0
RIGHT,5.2388,1.1023,4.0
RIGHT,4.8757,-2.2759,4.0
RIGHT,4.4812,-1.0382,4.0
RIGHT,5.1289,-1.222,4.0
RIGHT,5.2857,-0.7996,4.0
RIGHT,4.9518,1.9483,4.0
RIGHT,5.6452,-2.2617,4.0
RIGHT,5.1901,-0.6942,4.0
RIGHT,5.1143,-0.7533,4.0
RIGHT,5.5432,-2.8188,4.0
RIGHT,4.8829,1.0284,4.0
RIGHT,5.2563,0.0546,4.0
RIGHT,5.4634,0.2345,4.0
RIGHT,5.1795,0.8741,4.0
RIGHT,4.7297,-2.4551,4.0
RIGHT,5.2107,0.5164,4.0
RIGHT,4.7812,-1.6667,4.0
RIGHT,5.1304,-2.0023,4.0
RIGHT,5.3077,0.6726,4.0
RIGHT,5.1839,1.0427,4.0
RIGHT,4.3465,-2.2482,4.0
RIGHT,5.154,-1.9438,4.0
RIGHT,4.5019,-1.4427,4.0
RIGHT,4.8167,-2.7778,4.0
RIGHT,4.3142,-2.3337,4.0
RIGHT,4.7522,0.4832,4.0
RIGHT,4.9121,1.6729,4.0
RIGHT,5.5326,-2.1572,4.0
RIGHT,4.9212,1.0895,4.0
RIGHT,4.8839,1.1901,4.0
RIGHT,5.1967,-1.3277,4.0
RIGHT,4.0394,-2.1092,4.0
RIGHT,4.711,0.6497,4.0
RIGHT,5.0159,2.4018,4.0
RIGHT,4.592,-2.7462,4.0
RIGHT,5.3032,-1.9073,4.0
RIGHT,4.3392,-1.9992,4.0
RIGHT,5.0012,0.9769,4.0
RIGHT,5.4201,0.1592,4.0
RIGHT,5.3334,0.9299,4.0
RIGHT,5.8307,-2.0554,4.0
RIGHT,4.926,-1.2148,4.0
RIGHT,5.1229,-1.37,4.0
RIGHT,4.4928,-2.5536,4.0
RIGHT,5.5051,-1.3359999999999999,4.0
RIGHT,4.1175,-1.3042,4.0
RIGHT,5.0319,2.5793,4.0
RIGHT,5.9324,-1.2301,4.0
RIGHT,4.298,-1.0882,4.0
RIGHT,4.8866,1.4443,4.0
RIGHT,4.944,2.5141,4.0
RIGHT,4.9239999999999995,2.5069999999999997,4.0
RIGHT,4.9873,-1.0286,4.0
RIGHT,5.4044,-1.2664,4.0
RIGHT,4.4209,-2.3131,4.0
RIGHT,5.4001,-2.9516,4.0
RIGHT,4.5255,0.4018,4.0
RIGHT,5.4997,0.0905,4.0
RIGHT,4.4011,-1.4035,4.0
RIGHT,4.0771,-1.3313,4.0
RIGHT,5.4192,-0.5144,4.0
RIGHT,5.559,-2.1028,4.0
RIGHT,5.1117,1.5182,4.0
RIGHT,4.7251,-0.5464,4.0
RIGHT,5.1208,0.5351,4.0
RIGHT,5.2757,-1.9711,4.0
RIGHT,5.474,-0.9005,4.0
RIGHT,5.3238,-1.2026,4.0
RIGHT,5.1894,2.1696,4.0
RIGHT,5.0663,-0.2495,4.0
RIGHT,5.3967,-2.4188,4.0
RIGHT,4.5593,-1.1087,4.0
RIGHT,4.8483,-1.6392,4.0
RIGHT,5.0889999999999995,-2.7418,4.0
RIGHT,4.8132,-0.7617,4.0
RIGHT,4.3352,-1.2563,4.0
RIGHT,5.3764,-1.8261,4.0
RIGHT,4.2108,-2.1799,4.0
RIGHT,4.285,-1.6994,4.0
RIGHT,4.8872,-2.645,4.0
RIGHT,4.827,2.0788,4.0
RIGHT,5.4984,-0.42100000000000004,4.0
RIGHT,5.169,-1.9019,4.0
RIGHT,5.3611,-1.9045,4.0
RIGHT,5.23,1.6804,4.0
RIGHT,5.3996,-1.7877,4.0
RIGHT,5.016,-0.5218,4.0
RIGHT,5.2027,-1.7392,4.0
RIGHT,4.4781,-1.4212,4.0
RIGHT,5.5651,-2.2592,4.0
RIGHT,4.8142,2.3345,4.0
RIGHT,4.8216,-2.3319,4.0
RIGHT,4.9629,0.3649,4.0
RIGHT,4.0969999999999995,-2.9868,4.0
RIGHT,4.1019,-1.6298,4.0
RIGHT,4.8604,1.7536,4.0
RIGHT,5.4983,-1.9321,4.0
RIGHT,4.3103,-1.1698,4.0
RIGHT,4.7774,-0.0348,4.0
RIGHT,4.0204,-1.771,4.0
RIGHT,4.2703,-1.2243,4.0
RIGHT,4.4889,-2.6717,4.0
RIGHT,4.3899,-1.0323,4.0
RIGHT,5.9613,-1.2498,4.0
RIGHT,4.8457,-0.8904,4.0
RIGHT,5.6619,-1.2254,4.0
RIGHT,5.9376,-1.2274,4.0
RIGHT,4.0548,-1.14,4.0
RIGHT,5.9149,-1.7578,4.0
RIGHT,4.8234,2.2097,4.0
RIGHT,4.9177,0.9433,4.0
RIGHT,5.1199,2.2173,4.0
RIGHT,5.3862,-2.8645,4.0
RIGHT,5.3261,-0.6191,4.0
RIGHT,4.4857,-2.3432,4.0
RIGHT,5.6714,-2.4939,4.0
RIGHT,4.5676,-2.4094,4.0
RIGHT,5.3353,-1.8327,4.0
RIGHT,5.8438,-2.2035,4.0
RIGHT,5.242999999999999,-2.345,4.0
RIGHT,4.9934,1.109,4.0
RIGHT,5.18,1.7794,4.0
RIGHT,4.5374,-1.7136,4.0
RIGHT,4.8414,-2.5955,4.0
RIGHT,5.2059,1.072,4.0
RIGHT,4.5822,-2.3606,4.0
RIGHT,4.5904,-1.3071,4.0
RIGHT,4.7667,0.9801,4.0
RIGHT,4.5631,0.1948,4.0
RIGHT,5.9228,-2.5359,4.0
RIGHT,5.0698,-1.8078,4.0
RIGHT,4.2373,-1.0131,4.0
RIGHT,4.9818,0.0358,4.0
RIGHT,5.7647,-1.0682,4.0
RIGHT,4.9866,-1.4080000000000001,4.0
RIGHT,5.3353,-1.7284,4.0
RIGHT,5.0014,-2.3829,4.0
RIGHT,4.3021,-2.117,4.0
RIGHT,4.8024,0.3884,4.0
RIGHT,5.3975,-0.0984,4.0
RIGHT,5.7933,-1.0592,4.0
RIGHT,5.0361,-2.6514,4.0
RIGHT,5.1545,1.2329,4.0
RIGHT,4.6525,0.4776,4.0
RIGHT,4.9581,2.5447,4.0
RIGHT,5.8466,-2.2143,4.0
RIGHT,5.2781,-1.6067,4.0
RIGHT,4.2042,-1.6974,4.0
RIGHT,5.492999999999999,-2.9034,4.0
RIGHT,4.7082,-2.9792,4.0
RIGHT,5.6585,-1.5547,4.0
RIGHT,5.2071,1.1577,4.0
RIGHT,4.974,2.8189,4.0
RIGHT,5.3642,0.081,4.0
RIGHT,4.7727,-0.2745,4.0
RIGHT,5.1329,-2.0995,4.0
RIGHT,4.1698,-2.1008,4.0
RIGHT,4.6783,-1.1338,4.0
RIGHT,4.8871,-2.0544,4.0
RIGHT,4.0567,-2.7836,4.0
RIGHT,5.5721,-1.4733,4.0
RIGHT,5.2003,2.8668,4.0
RIGHT,5.2562,-0.14800000000000002,4.0
RIGHT,4.7796,-1.9909,4.0
RIGHT,5.8149,-2.636,4.0
RIGHT,4.7328,-0.6094,4.0
RIGHT,5.6872,-2.4347,4.0
RIGHT,4.8563,-1.0725,4.0
RIGHT,4.7978,1.6224,4.0
RIGHT,4.7919,-2.6667,4.0
RIGHT,5.0215,1.4409,4.0
RIGHT,4.0585,-1.9227,4.0
RIGHT,4.7464,-0.005,4.0
RIGHT,5.9939,-2.6589,4.0
RIGHT,4.0639,-2.1613,4.0
RIGHT,5.1044,2.1737,4.0
RIGHT,5.1812,-0.0681,4.0
RIGHT,4.9404,-0.2106,4.0
RIGHT,5.162000000000001,0.4504,4.0
RIGHT,5.8734,-2.9434,4.0
RIGHT,4.9433,0.8086,4.0
RIGHT,5.8528,-2.4773,4.0
RIGHT,4.8984,-1.137,4.0
RIGHT,4.2178,-1.4292,4.0
RIGHT,5.19,-2.2807,4.0
RIGHT,5.046,2.499,4.0
RIGHT,4.0184,-1.0188,4.0
RIGHT,5.3917,-2.3499,4.0
RIGHT,5.0043,-1.7062,4.0
RIGHT,4.894,-2.168,4.0
RIGHT,4.8964,1.2658,4.0
RIGHT,5.6935,-1.681,4.0
RIGHT,4.5418,-2.3571,4.0
RIGHT,4.7666,2.1182,4.0
RIGHT,5.2634,-1.5684,4.0
RIGHT,5.7905,-1.3677,4.0
RIGHT,5.6128,-2.8672,4.0
RIGHT,5.2151,-0.2772,4.0
RIGHT,5.7015,-1.6469,4.0
RIGHT,4.2226,-2.3048,4.0
RIGHT,4.8128,-2.2665,4.0
RIGHT,5.1447,0.9811,4.0
RIGHT,4.9553,2.4259,4.0
RIGHT,4.6039,-2.1443,4.0
RIGHT,4.7410000000000005,-1.4461,4.0
RIGHT,5.1187,-2.7226,4.0
RIGHT,5.457999999999999,-0.5501,4.0
RIGHT,5.1257,-1.666,4.0
RIGHT,5.0794,-0.5001,4.0
RIGHT,5.0631,-0.5058,4.0
RIGHT,4.5291,-1.3041,4.0
RIGHT,5.392,0.6194,4.0
RIGHT,5.7433,-2.8826,4.0
RIGHT,5.3112,-2.1185,4.0
RIGHT,4.6987,-2.7485,4.0
RIGHT,5.3864,-2.8463,4.0
RIGHT,4.8422,-0.774,4.0
RIGHT,5.0506,-2.6705,4.0
RIGHT,5.2732,-1.4698,4.0
RIGHT,4.3707,-1.3264,4.0
